# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/MW2_annotation/MW2_assembly.gtf" "-o" "MW2_transcripts.txt" "mapping/M-A_S488_L006_vs_MW2.sorted.bam" "mapping/M-B_S489_L006_vs_MW2.sorted.bam" "mapping/M-C_S490_L006_vs_MW2.sorted.bam" "mapping/MplusA_S494_L006_vs_MW2.sorted.bam" "mapping/MplusB_S495_L006_vs_MW2.sorted.bam" "mapping/MplusC_S496_L006_vs_MW2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/M-A_S488_L006_vs_MW2.sorted.bam	mapping/M-B_S489_L006_vs_MW2.sorted.bam	mapping/M-C_S490_L006_vs_MW2.sorted.bam	mapping/MplusA_S494_L006_vs_MW2.sorted.bam	mapping/MplusB_S495_L006_vs_MW2.sorted.bam	mapping/MplusC_S496_L006_vs_MW2.sorted.bam
leuB	MRSA_MW2_contig_1	1596761	1597807	+	1047	219	158	225	136	174	156
leuC	MRSA_MW2_contig_1	1597821	1599191	+	1371	323	238	330	244	268	291
leuD	MRSA_MW2_contig_1	1599192	1599764	+	573	251	226	338	226	246	340
ilvA	MRSA_MW2_contig_1	1599779	1601047	+	1269	339	251	259	244	354	360
sprT	MRSA_MW2_contig_1	1607666	1608121	-	456	4178	3621	4317	2283	3326	3827
tex	MRSA_MW2_contig_1	1608114	1610252	-	2139	16883	13740	17738	8934	12481	13585
sigB	MRSA_MW2_contig_1	1610697	1611467	-	771	57838	43869	57544	18219	31469	33087
rsbW	MRSA_MW2_contig_1	1611442	1611921	-	480	10376	8144	10659	4544	7181	6495
rsbV	MRSA_MW2_contig_1	1611923	1612249	-	327	7826	5751	7931	3397	5723	5362
rsbU	MRSA_MW2_contig_1	1612368	1613369	-	1002	32723	25945	32503	15255	29617	27221
mazF	MRSA_MW2_contig_1	1613717	1614079	-	363	19376	16656	20064	9093	19660	16582
mazE	MRSA_MW2_contig_1	1614076	1614246	-	171	5298	4700	5752	3989	7374	6659
alr	MRSA_MW2_contig_1	1614331	1615479	-	1149	9484	8003	10250	6152	9742	9513
acpS	MRSA_MW2_contig_1	1615545	1615904	-	360	1710	1579	1879	1328	1828	1700
ydbS	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1615908;1617962	1616402;1618441	-;-	975	3474	2932	3743	2077	3774	3349
ydbT	MRSA_MW2_contig_1	1616386	1617969	-	1584	7007	5865	7306	4062	7194	6993
kdpC	MRSA_MW2_contig_1	1618650	1619210	-	561	589	413	648	334	552	490
kdpB	MRSA_MW2_contig_1	1619230	1621257	-	2028	531	398	510	389	419	560
kdpA	MRSA_MW2_contig_1	1621276	1622952	-	1677	124	62	75	86	108	93
kdpD	MRSA_MW2_contig_1	1623224	1625881	+	2658	1626	1258	1267	1198	1622	1706
kdpE	MRSA_MW2_contig_1	1625881	1626576	+	696	451	376	399	371	497	520
cshA	MRSA_MW2_contig_1	1626945	1628465	-	1521	210700	195510	233826	72847	64731	138450
murF	MRSA_MW2_contig_1	1628982	1630340	-	1359	18491	15608	19907	13318	22372	19265
ddl	MRSA_MW2_contig_1	1630355	1631425	-	1071	21602	17641	22652	11669	24896	20209
DBIAII_01610	MRSA_MW2_contig_1	1633208	1633345	-	138	10713	9277	12884	9031	21508	17468
DBIAII_01611	MRSA_MW2_contig_1	1633473	1633682	-	210	951	954	1214	536	602	1117
csoR	MRSA_MW2_contig_1	1633694	1633987	-	294	1143	1028	1374	779	1003	1345
rnaY	MRSA_MW2_contig_1	1635665	1636312	+	648	6112	5326	6392	3716	4588	6892
yidC	MRSA_MW2_contig_1	1636926	1637798	-	873	61700	56041	70358	33739	37419	61500
thiE	MRSA_MW2_contig_1	1637884	1638525	-	642	258	167	179	498	700	907
thiM	MRSA_MW2_contig_1	1638518	1639318	-	801	372	223	315	610	1140	1479
thiD	MRSA_MW2_contig_1	1639302	1640132	-	831	356	208	310	647	997	1546
tenA	MRSA_MW2_contig_1	1640125	1640814	-	690	236	135	171	489	787	1072
sceD	MRSA_MW2_contig_1	1641338	1642033	-	696	1344	1056	1292	191	189	247
ywpF	MRSA_MW2_contig_1	1643011	1643451	+	441	2558	2081	2804	1205	3468	1915
fabZ	MRSA_MW2_contig_1	1643509	1643949	-	441	12164	9907	12927	5683	8179	9227
murA	MRSA_MW2_contig_1	1643983	1645248	-	1266	53301	43596	57184	22802	32599	36744
ywzB	MRSA_MW2_contig_1	1645359	1645592	-	234	7124	5510	7190	1452	3120	2175
atpC	MRSA_MW2_contig_1	1646153	1646557	-	405	43882	30828	43281	18140	32979	25415
atpD	MRSA_MW2_contig_1	1646577	1647989	-	1413	204184	148179	189058	69482	128173	100525
atpG	MRSA_MW2_contig_1	1648011	1648877	-	867	114830	78564	104243	34369	68571	50972
atpA	MRSA_MW2_contig_1	1648908	1650416	-	1509	149717	105936	140314	51078	95603	72630
atpH	MRSA_MW2_contig_1	1650438	1650977	-	540	61451	40955	54640	18592	35963	30667
atpF	MRSA_MW2_contig_1	1650977	1651498	-	522	55624	40427	54973	23076	38064	30646
atpE	MRSA_MW2_contig_1	1651695	1651907	-	213	24691	17544	23639	10739	17366	14465
atpB	MRSA_MW2_contig_1	1651950	1652678	-	729	76023	54925	72640	30036	52286	45298
DBIAII_01634	MRSA_MW2_contig_1	1652699	1653052	-	354	37503	27381	35981	20614	34815	29356
wecB	MRSA_MW2_contig_1	1653219	1654346	-	1128	36009	25513	34466	14010	24522	18406
upp	MRSA_MW2_contig_1	1654370	1654999	-	630	15260	11113	14967	5957	10748	7696
glyA	MRSA_MW2_contig_1	1655027	1656265	-	1239	46240	34591	44289	17893	32672	25210
ywlG	MRSA_MW2_contig_1	1656292	1656816	-	525	11198	9184	13309	7589	11339	6971
ptpB	MRSA_MW2_contig_1	1656923	1657342	-	420	2534	2134	2629	1486	1824	2270
tsaC	MRSA_MW2_contig_1	1657339	1658385	-	1047	9287	7965	9623	4799	5798	7735
prmC	MRSA_MW2_contig_1	1658469	1659305	-	837	22886	20514	25767	8156	8461	16256
prfA	MRSA_MW2_contig_1	1659292	1660368	-	1077	21817	20015	25400	9178	7900	14808
tdk	MRSA_MW2_contig_1	1660369	1660968	-	600	17628	16119	20782	6908	8099	12506
rpmE2	MRSA_MW2_contig_1	1661315	1661569	-	255	116661	103856	125691	112828	142931	180477
rho	MRSA_MW2_contig_1	1661687	1663003	-	1317	65945	57448	71137	26294	36191	43715
adhE	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1663250;2427459	1664677;2430068	-;+	4038	35658	25811	31815	10088	20386	14224
hxlR	MRSA_MW2_contig_1	1664915	1665250	-	336	7188	6878	8333	5098	6442	8588
murA2	MRSA_MW2_contig_1	1665339	1666598	-	1260	14271	12230	15987	10368	11742	17995
fba	MRSA_MW2_contig_1	1667064	1667924	-	861	259727	240287	296926	145348	353716	249105
DBIAII_01650	MRSA_MW2_contig_1	1668142	1668663	+	522	8602	7320	9130	4441	10070	9704
pyrG	MRSA_MW2_contig_1	1668772	1670382	-	1611	49348	41009	50227	30812	31823	56922
coaW	MRSA_MW2_contig_1	1672644	1673447	+	804	9303	8041	10504	6385	8605	10941
DBIAII_01656	MRSA_MW2_contig_1	1673577	1674248	-	672	15890	14605	18259	12017	23065	20190
luxS	MRSA_MW2_contig_1	1677335	1677805	+	471	9899	7946	10576	6820	15829	11712
DBIAII_01660	MRSA_MW2_contig_1	1677957	1678307	-	351	3376	2861	3850	2521	4801	3615
pdp	MRSA_MW2_contig_1	1678321	1679622	-	1302	9297	7550	10292	6647	12995	9961
deoC	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1679903;2415331	1680565;2415993	-;+	1326	13922	10563	15098	8553	20026	13325
deoD	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1680880;2413184	1681590;2413891	+;+	1419	22673	21319	27271	17988	45048	28995
dps	MRSA_MW2_contig_1	1681711	1682154	-	444	5358	4960	6734	2744	6367	3654
yuxK	MRSA_MW2_contig_1	1682354	1682767	-	414	3454	3118	4507	1120	4038	2045
eVE	MRSA_MW2_contig_1	1683225	1684598	-	1374	17083	13621	18204	9748	16584	18539
DBIAII_01667	MRSA_MW2_contig_1	1685270	1685500	-	231	5193	4916	6016	2065	2530	3851
manA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1685531;2201886	1686469;2202824	-;+	1878	24877	21006	26536	8327	11876	17226
ybjT	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1686905;2126857;2712706	1687570;2127678;2713551	-;-;-	2334	15189	12578	18542	3844	6877	3868
czrA	MRSA_MW2_contig_1	1687722	1688042	+	321	544	464	567	948	984	1412
czrB	MRSA_MW2_contig_1	1688044	1689024	+	981	1856	1693	1859	3199	3326	4826
DBIAII_01672	MRSA_MW2_contig_1	1689290	1690381	+	1092	85990	73309	92421	10333	27284	17974
DBIAII_01673	MRSA_MW2_contig_1	1690814	1690894	-	81	16537	16243	18787	17431	33827	20910
modF	MRSA_MW2_contig_1	1693340	1694122	-	783	1134	916	1319	435	840	668
glmS	MRSA_MW2_contig_1	1694354	1696159	-	1806	97435	72088	99585	22355	46889	36211
mtlA	MRSA_MW2_contig_1	1696840	1698378	+	1539	4413	3160	4365	2171	5799	3975
bglG	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1698413;2197969;2548548;2642546	1700545;2199843;2550644;2644501	+;+;+;-	8061	12110	9357	11908	4264	7929	6984
mtlF	MRSA_MW2_contig_1	1700557	1700991	+	435	1722	1491	2058	283	602	264
mtlD	MRSA_MW2_contig_1	1700991	1702097	+	1107	10615	8209	11546	1499	3025	1574
fmtB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1702417;1704535	1704477;1709922	-;-	7449	3172	2396	2886	13944	17981	23203
glmM	MRSA_MW2_contig_1	1710208	1711563	-	1356	22632	18098	22662	14165	22021	23369
ybbR	MRSA_MW2_contig_1	1711590	1712522	-	933	12406	9395	11775	6685	10988	12198
cdaA	MRSA_MW2_contig_1	1712524	1713333	-	810	10112	8329	9926	6080	10813	9833
rocF	MRSA_MW2_contig_1	1713522	1714430	-	909	1708	1505	2115	1175	1392	2282
mrp	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1720625;2234663	1721689;2235355	-;-	1758	9245	8281	10496	8295	13281	11233
lmrS	MRSA_MW2_contig_1	1721837	1723279	-	1443	3060	2637	3411	2567	2894	3245
sepA	MRSA_MW2_contig_1	1723602	1724075	-	474	2455	2269	2841	1927	2783	3095
sdrM	MRSA_MW2_contig_1	1724174	1725517	-	1344	4405	3929	4793	4198	5125	6064
yqfA	MRSA_MW2_contig_1	1725694	1726380	-	687	12657	11217	13975	6712	12399	12170
qRI1	MRSA_MW2_contig_1	1726396	1727583	-	1188	15318	13648	17464	7842	16062	13304
DBIAII_01704	MRSA_MW2_contig_1	1728319	1728579	+	261	3860	3433	4442	1676	2823	3219
spoVV	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1728711;2628469	1730081;2629830	-;-	2733	58148	44328	57362	7598	15336	16588
fecD	MRSA_MW2_contig_1	1730317	1731285	-	969	1341	1072	1183	1075	1802	2206
sfaC	MRSA_MW2_contig_1	1733700	1734770	-	1071	2031	1458	2005	1163	1763	1761
sfaB	MRSA_MW2_contig_1	1734777	1736534	-	1758	3205	2087	2595	1506	2567	2022
sfaA	MRSA_MW2_contig_1	1736521	1737714	-	1194	664	468	584	575	952	892
sfaD	MRSA_MW2_contig_1	1737816	1739792	+	1977	4649	3285	4389	2668	4864	4274
asp23	MRSA_MW2_contig_1	1739952	1740461	-	510	138770	113918	155769	20623	46512	12970
DBIAII_01714	MRSA_MW2_contig_1	1740524	1740763	-	240	26922	20839	29085	2598	6458	1732
amaP	MRSA_MW2_contig_1	1740776	1741312	-	537	97487	74300	99091	8914	24284	6522
qor	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1743357;1903441	1744364;1904445	-;+	2013	13069	10674	13999	9521	16846	14978
curA	MRSA_MW2_contig_1	1744598	1745602	-	1005	7992	6436	8921	6046	10720	8109
DBIAII_01719	MRSA_MW2_contig_1	1745882	1746751	-	870	4277	3664	4986	3016	5749	4285
lacG	MRSA_MW2_contig_1	1747017	1748429	-	1413	561	508	733	1081	2701	2093
lacE	MRSA_MW2_contig_1	1748447	1750159	-	1713	653	525	764	1030	2808	2256
lacF	MRSA_MW2_contig_1	1750165	1750476	-	312	97	54	81	99	381	271
lacD	MRSA_MW2_contig_1	1750498	1751478	-	981	339	262	397	502	1570	1300
lacC	MRSA_MW2_contig_1	1751482	1752414	-	933	478	381	533	545	2040	1856
lacB	MRSA_MW2_contig_1	1752427	1752942	-	516	208	139	242	274	735	871
lacA	MRSA_MW2_contig_1	1752958	1753386	-	429	164	153	157	236	700	825
lacR	MRSA_MW2_contig_1	1753754	1754509	-	756	2539	2257	2887	991	1688	1340
cobB	MRSA_MW2_contig_1	1754751	1755491	+	741	2028	1662	2113	953	1942	1625
DBIAII_01729	MRSA_MW2_contig_1	1755782	1756390	-	609	653	655	615	348	761	704
DBIAII_01730	MRSA_MW2_contig_1	1756652	1756777	-	126	299	321	323	136	299	255
merR	MRSA_MW2_contig_1	1757914	1758330	-	417	423	292	401	143	197	143
hysA	MRSA_MW2_contig_1	1758739	1761186	+	2448	4310	3054	3714	304	468	500
DBIAII_01735	MRSA_MW2_contig_1	1761375	1761800	+	426	755	604	704	131	294	194
budA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1762187;2147157	1762891;2147861	-;-	1410	10508	8719	12259	5557	12253	9459
alsS	MRSA_MW2_contig_1	1762928	1764592	-	1665	11356	9932	15461	4448	16828	6991
rpsI	MRSA_MW2_contig_1	1765568	1765966	-	399	67155	57385	68745	54741	53574	83306
rplM	MRSA_MW2_contig_1	1765980	1766417	-	438	142957	120411	143446	89702	94507	157356
truA	MRSA_MW2_contig_1	1766657	1767460	-	804	5872	5018	6386	3238	4867	5301
ecfA2	MRSA_MW2_contig_1	1768261	1769121	-	861	4823	4040	5115	2353	3242	4031
ecfA1	MRSA_MW2_contig_1	1769118	1769927	-	810	3203	2651	3750	1770	2421	2679
rplQ	MRSA_MW2_contig_1	1770465	1770833	-	369	165320	112000	135307	62261	83378	94420
rpoA	MRSA_MW2_contig_1	1770850	1771794	-	945	212661	140025	170772	79070	104320	100132
rpsK	MRSA_MW2_contig_1	1771869	1772258	-	390	114182	76093	87244	38202	50101	52248
rpsM	MRSA_MW2_contig_1	1772282	1772647	-	366	104796	63901	80025	28570	43386	42829
rpmJ	MRSA_MW2_contig_1	1772670	1772783	-	114	4077	2743	3312	1270	1742	1481
infA	MRSA_MW2_contig_1	1772815	1773033	-	219	64433	38849	48368	17821	27071	23851
adk	MRSA_MW2_contig_1	1773226	1773873	-	648	135570	84655	108712	39408	58195	48656
secY	MRSA_MW2_contig_1	1773890	1775182	-	1293	323528	193646	250896	84808	135504	110037
rplO	MRSA_MW2_contig_1	1775182	1775622	-	441	71500	47175	60672	24606	32964	24696
rpmD	MRSA_MW2_contig_1	1775639	1775818	-	180	19675	13062	16680	6887	8971	6801
rpsE	MRSA_MW2_contig_1	1775835	1776335	-	501	152470	93263	113146	33991	48956	43604
rplR	MRSA_MW2_contig_1	1776356	1776715	-	360	78590	46172	62647	20413	28014	23508
rplF	MRSA_MW2_contig_1	1776746	1777282	-	537	108355	61583	80097	25790	37245	31789
rpsH	MRSA_MW2_contig_1	1777307	1777705	-	399	71600	39892	54525	17953	25184	22646
rpsZ	MRSA_MW2_contig_1	1777737	1777922	-	186	28100	15875	21641	6892	9382	9591
rplE	MRSA_MW2_contig_1	1777945	1778484	-	540	69566	41334	55297	24054	28934	23580
rplX	MRSA_MW2_contig_1	1778511	1778828	-	318	87777	48379	63529	20853	30559	26132
rplN	MRSA_MW2_contig_1	1778864	1779232	-	369	102752	55735	73321	25096	37016	34565
rpsQ	MRSA_MW2_contig_1	1779264	1779527	-	264	54069	30156	40000	16633	21576	17114
rpmC	MRSA_MW2_contig_1	1779551	1779760	-	210	11984	7116	8838	4442	5711	4695
rplP	MRSA_MW2_contig_1	1779750	1780184	-	435	72037	46266	52875	27574	31498	26976
rpsC	MRSA_MW2_contig_1	1780187	1780840	-	654	96915	55084	69320	35734	44021	33313
rplV	MRSA_MW2_contig_1	1780864	1781217	-	354	98981	50860	63556	25858	38635	32132
rpsS	MRSA_MW2_contig_1	1781246	1781524	-	279	56721	30683	38237	19645	25741	19578
rplB	MRSA_MW2_contig_1	1781591	1782424	-	834	245565	147581	177402	87487	123388	108941
rplW	MRSA_MW2_contig_1	1782457	1782732	-	276	29312	16468	20332	10337	14798	12778
rplD	MRSA_MW2_contig_1	1782732	1783355	-	624	133945	75252	91097	48020	65523	55016
rplC	MRSA_MW2_contig_1	1783382	1784044	-	663	110205	64034	79221	49606	59758	54117
rpsJ_Y58D	MRSA_MW2_contig_1	1784072	1784380	-	309	96165	56531	67435	48194	55696	53538
DBIAII_01775	MRSA_MW2_contig_1	1784737	1785126	+	390	5732	4778	6485	5372	11264	8914
nCS2	MRSA_MW2_contig_1	1785317	1786651	-	1335	29377	29389	36869	29999	32594	42535
topB	MRSA_MW2_contig_1	1786764	1788899	-	2136	22052	18050	22736	5685	12145	10898
DBIAII_01778	MRSA_MW2_contig_1	1789086	1789973	+	888	8618	7706	8683	4220	10612	9460
glcU	MRSA_MW2_contig_1	1790154	1791017	+	864	24674	20402	25118	12535	20623	22048
yfdV	MRSA_MW2_contig_1	1791436	1792344	-	909	2162	1891	2307	1775	2310	3106
DBIAII_01781	MRSA_MW2_contig_1	1792477	1792641	+	165	5432	4762	5403	3010	5851	6047
mspA	MRSA_MW2_contig_1	1792886	1793203	+	318	4738	3949	4997	3336	5629	6039
acrB	MRSA_MW2_contig_1	1793387	1796554	-	3168	24291	19427	27087	16886	24131	25868
femX	MRSA_MW2_contig_1	1796671	1797936	-	1266	20879	17777	23460	10459	18164	15905
DBIAII_01785	MRSA_MW2_contig_1	1798325	1798576	+	252	1330	1132	1365	650	1353	988
DBIAII_01786	MRSA_MW2_contig_1	1798568	1799332	-	765	3130	2589	3333	1183	2710	1719
sarV	MRSA_MW2_contig_1	1801240	1801590	-	351	820	712	873	8553	12698	15308
moaA	MRSA_MW2_contig_1	1802168	1803190	-	1023	8688	6675	8964	6374	9326	9723
mobA	MRSA_MW2_contig_1	1803210	1803809	-	600	4870	3972	4899	3338	4980	4997
moaD	MRSA_MW2_contig_1	1803816	1804049	-	234	1419	992	1389	872	1289	1431
moaE	MRSA_MW2_contig_1	1804055	1804501	-	447	1781	1380	1805	1367	1687	1778
mobB	MRSA_MW2_contig_1	1804515	1805000	-	486	1274	955	1344	1210	1624	1489
glp	MRSA_MW2_contig_1	1804997	1806256	-	1260	3153	2344	3001	3528	4289	4030
moaC	MRSA_MW2_contig_1	1806319	1806813	+	495	5620	5025	6088	3425	6150	5573
moaB	MRSA_MW2_contig_1	1806815	1807321	-	507	1623	1306	1649	1518	2140	2204
thiF	MRSA_MW2_contig_1	1807352	1808356	-	1005	3845	2887	3688	3774	5732	5556
modC	MRSA_MW2_contig_1	1808526	1809131	-	606	2504	2192	2646	2203	4129	2981
modB	MRSA_MW2_contig_1	1809132	1809803	-	672	3159	2636	3467	2789	5715	3754
modA	MRSA_MW2_contig_1	1809817	1810599	-	783	6020	5012	6438	4390	10249	7068
fdhD	MRSA_MW2_contig_1	1810889	1811686	+	798	3381	2844	3805	5952	9618	9222
DBIAII_01803	MRSA_MW2_contig_1	1811858	1812628	-	771	3877	3452	3842	2769	3216	4605
bioY	MRSA_MW2_contig_1	1812705	1813259	-	555	1986	1635	2076	1472	1641	2415
uRH1	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1813380;2547276	1814321;2548211	-;+	1878	3585	3013	3736	2781	3950	4015
caiA	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1815841;2533681;2455488	1816995;2534892;2456522	-;-;+	3402	6211	4999	6626	3972	6421	6271
yut	MRSA_MW2_contig_1	1817212	1818117	-	906	684	508	671	1876	3180	3009
ureA	MRSA_MW2_contig_1	1818377	1818679	+	303	235	120	162	3317	6196	4404
ureB	MRSA_MW2_contig_1	1818693	1819103	+	411	493	198	312	4868	10741	7041
ureC	MRSA_MW2_contig_1	1819100	1820815	+	1716	2068	1152	1607	18433	36888	24086
ureE	MRSA_MW2_contig_1	1820828	1821280	+	453	738	413	500	4245	8897	6504
ureF	MRSA_MW2_contig_1	1821273	1821962	+	690	986	657	880	6608	13918	9985
ureG	MRSA_MW2_contig_1	1821975	1822589	+	615	1367	915	1194	7007	13051	9961
ureD	MRSA_MW2_contig_1	1822589	1823425	+	837	2483	1554	2257	11767	24231	20088
sarR	MRSA_MW2_contig_1	1823614	1823961	-	348	31950	25398	32506	6721	9505	12271
DBIAII_01819	MRSA_MW2_contig_1	1824389	1824715	-	327	3061	2828	3810	2064	4119	3437
DBIAII_01820	MRSA_MW2_contig_1	1824779	1825522	-	744	827	683	856	1026	711	1745
ssaA2	MRSA_MW2_contig_1	1828114	1828923	+	810	29903	29025	35128	35826	16579	62989
nhaC	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1829356;1856708	1830753;1858021	-;-	2712	22444	17325	22369	10672	14083	16271
tic20a	MRSA_MW2_contig_1	1832181	1832603	+	423	3060	2513	3140	872	1919	1352
DBIAII_01827	MRSA_MW2_contig_1	1832840	1833340	+	501	4214	3761	4487	809	624	1129
ubiH	MRSA_MW2_contig_1	1834736	1835860	-	1125	10137	9101	11396	8651	13695	14947
DBIAII_01832	MRSA_MW2_contig_1	1837383	1837616	-	234	929	911	1225	1421	2211	2543
yjgD	MRSA_MW2_contig_1	1837844	1838317	-	474	6451	5707	7854	2234	3339	2730
fdhF	MRSA_MW2_contig_1	1838317	1841355	-	3039	77005	57414	77000	17945	27375	25431
yobV	MRSA_MW2_contig_1	1844135	1844827	+	693	4365	3424	4393	1919	5199	4022
sdpB	MRSA_MW2_contig_1	1845474	1846211	-	738	17378	14714	19247	9211	15795	16933
DBIAII_01841	MRSA_MW2_contig_1	1846260	1846589	+	330	249	239	303	109	214	285
rpiR	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1847034;1855213;2484044;2626729	1847906;1855977;2484922;2627529	+;+;+;-	3318	37513	31078	38327	15905	28622	24991
DBIAII_01844	MRSA_MW2_contig_1	1849952	1850308	+	357	4068	3678	4790	1845	4399	3690
DBIAII_01845	MRSA_MW2_contig_1	1850305	1850490	+	186	2318	2170	2726	869	2406	2250
DBIAII_01846	MRSA_MW2_contig_1	1850586	1850777	-	192	564	484	640	297	546	527
ycjU	MRSA_MW2_contig_1	1850788	1851423	-	636	2795	2398	3008	1689	3448	2943
yfeH	MRSA_MW2_contig_1	1851498	1852415	-	918	840	631	833	484	752	707
DBIAII_01849	MRSA_MW2_contig_1	1852683	1853213	+	531	4664	4012	4852	3415	7207	9018
ptsG2	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1853279;1911688	1854883;1913130	-;-	3048	5120	4106	5266	3670	4286	5034
yndB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1856035;1941247	1856541;1941714	-;-	975	12142	10229	13397	9377	17323	15457
DBIAII_01854	MRSA_MW2_contig_1	1858246	1858815	-	570	1103	951	1067	427	860	562
hutI	MRSA_MW2_contig_1	1861691	1862929	-	1239	749	613	834	518	677	725
hutU	MRSA_MW2_contig_1	1862929	1864590	-	1662	434	452	502	346	489	448
hutG	MRSA_MW2_contig_1	1866127	1867062	-	936	6831	4839	6448	1680	4637	1943
sdpC	MRSA_MW2_contig_1	1867352	1868611	+	1260	17562	15653	19410	11551	12185	20487
rpiA	MRSA_MW2_contig_1	1868677	1869363	-	687	3583	3187	3892	3297	7064	5017
yiiM	MRSA_MW2_contig_1	1869537	1870190	+	654	4816	3869	4589	2663	5645	4871
galM	MRSA_MW2_contig_1	1870426	1871445	-	1020	5777	4989	6194	5465	12320	10075
ynfA	MRSA_MW2_contig_1	1871475	1871801	-	327	911	944	939	1238	2331	1798
natB	MRSA_MW2_contig_1	1872019	1873251	-	1233	4370	3597	4653	3880	6222	6216
yhaQ	MRSA_MW2_contig_1	1873244	1874143	-	900	3149	2673	3427	2482	4023	3712
DBIAII_01868	MRSA_MW2_contig_1	1874374	1874994	-	621	4835	4219	5584	1150	2211	2241
mpg	MRSA_MW2_contig_1	1875393	1876001	+	609	670	627	696	444	889	860
gltS	MRSA_MW2_contig_1	1876338	1877546	+	1209	4863	4107	4409	9626	8323	17715
fni	MRSA_MW2_contig_1	1877594	1878643	-	1050	9074	8029	9902	6772	10281	10610
corA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1878674;1910659	1879621;1911603	-;+	1893	13027	10973	13522	7604	13585	15285
DBIAII_01874	MRSA_MW2_contig_1	1880206	1880625	+	420	3528	2904	3518	1753	5233	3201
DBIAII_01876	MRSA_MW2_contig_1	1881861	1882499	+	639	10105	8250	9660	5031	8245	10038
emrA	MRSA_MW2_contig_1	1884689	1885336	-	648	3911	2365	3263	3598	2589	6128
acrR	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	1885457;1909990;2124565;2128129;2140864	1886008;1910613;2125152;2128686;2141451	+;+;+;+;-	2910	14939	12509	15408	9648	19702	17946
tcaA	MRSA_MW2_contig_1	1887715	1889097	-	1383	11264	8994	11087	5847	7024	12204
tcaR	MRSA_MW2_contig_1	1889337	1889792	-	456	7620	6470	7245	4837	10446	11933
elyC	MRSA_MW2_contig_1	1889987	1890955	+	969	11328	8630	10640	3105	8918	12985
hrtA	MRSA_MW2_contig_1	1891186	1891851	-	666	261	193	253	374	535	563
hrtB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1891851;2176606	1892906;2178606	-;-	3057	3722	2949	3770	2615	3780	3665
hssR	MRSA_MW2_contig_1	1893042	1893716	+	675	1381	1126	1507	634	1109	1078
hssS	MRSA_MW2_contig_1	1893709	1895082	+	1374	4396	3449	4364	2369	3749	3682
lytT	MRSA_MW2_contig_1	1895245	1895688	+	444	1490	1402	1703	535	1011	1035
DBIAII_01889	MRSA_MW2_contig_1	1895685	1896140	+	456	1181	1064	1336	520	994	853
mqo	MRSA_MW2_contig_1	1896206	1897684	-	1479	7520	6500	9022	5286	8960	7120
lldP	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1898065;2382402	1899663;2383994	-;+	3192	350938	307748	406905	92548	418616	192319
tagB	MRSA_MW2_contig_1	1899980	1901653	+	1674	12162	10658	13263	5785	14508	11400
DBIAII_01893	MRSA_MW2_contig_1	1901807	1902421	-	615	24740	18755	23392	4485	13646	8189
DBIAII_01896	MRSA_MW2_contig_1	1904688	1905935	+	1248	2132	1794	2134	1261	2617	2227
DBIAII_01897	MRSA_MW2_contig_1	1906211	1906546	-	336	736	496	681	697	1334	921
DBIAII_01898	MRSA_MW2_contig_1	1906648	1907682	-	1035	488	432	515	701	1850	954
DBIAII_01899	MRSA_MW2_contig_1	1907914	1908345	-	432	6418	6199	8568	3035	13193	6259
yhgE	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1908552;2202936	1909829;2205917	-;-	4260	31109	27681	33669	18318	22763	27955
DBIAII_01904	MRSA_MW2_contig_1	1913313	1913696	+	384	1613	1435	1624	810	876	1538
rsp	MRSA_MW2_contig_1	1915184	1917289	+	2106	6773	5290	6057	3220	6215	6186
yzzA	MRSA_MW2_contig_1	1917360	1917782	+	423	14702	12010	16579	1899	5502	2372
