# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/LacFitz_annotation/LacFitz_assembly.gtf" "-o" "LacFitz_transcripts.txt" "mapping/L-A_S491_L006_vs_LacFitz.sorted.bam" "mapping/L-B_S492_L006_vs_LacFitz.sorted.bam" "mapping/L-C_S493_L006_vs_LacFitz.sorted.bam" "mapping/LplusA_S498_L006_vs_LacFitz.sorted.bam" "mapping/LplusB_S499_L006_vs_LacFitz.sorted.bam" "mapping/LplusC_S500_L006_vs_LacFitz.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/L-A_S491_L006_vs_LacFitz.sorted.bam	mapping/L-B_S492_L006_vs_LacFitz.sorted.bam	mapping/L-C_S493_L006_vs_LacFitz.sorted.bam	mapping/LplusA_S498_L006_vs_LacFitz.sorted.bam	mapping/LplusB_S499_L006_vs_LacFitz.sorted.bam	mapping/LplusC_S500_L006_vs_LacFitz.sorted.bam
ydbS	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1634255;1636309	1634749;1636788	-;-	975	4195	4187	5434	3870	4124	3779
ydbT	MRSA_LacFitz_contig_1	1634733	1636316	-	1584	8862	8576	11126	8357	8718	7723
kdpC	MRSA_LacFitz_contig_1	1636996	1637556	-	561	1846	1741	2377	1261	1229	1229
kdpB	MRSA_LacFitz_contig_1	1637576	1639603	-	2028	686	560	788	507	484	507
kdpA	MRSA_LacFitz_contig_1	1639622	1641298	-	1677	117	76	102	110	166	116
kdpD	MRSA_LacFitz_contig_1	1641570	1644227	+	2658	2338	1596	3228	5318	4914	4140
kdpE	MRSA_LacFitz_contig_1	1644227	1644922	+	696	477	319	630	1188	1263	919
cshA	MRSA_LacFitz_contig_1	1645291	1646811	-	1521	195178	216006	238995	126962	141219	111426
murF	MRSA_LacFitz_contig_1	1647328	1648686	-	1359	18177	17384	21997	13335	14842	15809
ddl	MRSA_LacFitz_contig_1	1648701	1649771	-	1071	21774	21190	28373	16142	16559	17329
PBCCJM_01648	MRSA_LacFitz_contig_1	1651555	1651692	-	138	6967	6621	8214	7160	7635	7967
PBCCJM_01649	MRSA_LacFitz_contig_1	1651820	1652029	-	210	1140	1360	1622	843	989	900
csoR	MRSA_LacFitz_contig_1	1652041	1652334	-	294	1253	1391	1629	922	1065	1033
rnaY	MRSA_LacFitz_contig_1	1654012	1654659	+	648	5005	4473	6397	4198	4755	4159
yidC	MRSA_LacFitz_contig_1	1655472	1656344	-	873	64531	70851	76859	46668	47370	41217
thiE	MRSA_LacFitz_contig_1	1656430	1657071	-	642	273	278	263	481	429	416
thiM	MRSA_LacFitz_contig_1	1657073	1657864	-	792	314	389	492	662	547	711
thiD	MRSA_LacFitz_contig_1	1657848	1658678	-	831	406	467	573	817	578	814
tenA	MRSA_LacFitz_contig_1	1658671	1659360	-	690	260	287	306	519	314	448
sceD	MRSA_LacFitz_contig_1	1659746	1660441	-	696	440	413	403	158	244	125
ywpF	MRSA_LacFitz_contig_1	1661419	1661859	+	441	2520	2575	3173	2004	1829	2098
fabZ	MRSA_LacFitz_contig_1	1661918	1662358	-	441	11245	10048	13263	6310	6370	6399
murA	MRSA_LacFitz_contig_1	1662392	1663657	-	1266	38737	39304	49252	19634	20931	21094
ywzB	MRSA_LacFitz_contig_1	1663768	1664001	-	234	4114	3748	5315	693	1162	954
atpC	MRSA_LacFitz_contig_1	1664563	1664967	-	405	40590	40405	51227	34129	26448	27857
atpD	MRSA_LacFitz_contig_1	1664987	1666399	-	1413	187122	174669	242751	156634	125356	111118
atpG	MRSA_LacFitz_contig_1	1666421	1667287	-	867	99573	93278	128298	87125	69607	58847
atpA	MRSA_LacFitz_contig_1	1667318	1668826	-	1509	136803	129951	175087	120911	99504	84286
atpH	MRSA_LacFitz_contig_1	1668848	1669387	-	540	50845	50361	69480	47597	38733	33108
atpF	MRSA_LacFitz_contig_1	1669387	1669908	-	522	51397	47519	60377	49546	39979	34603
atpE	MRSA_LacFitz_contig_1	1670106	1670318	-	213	24865	25167	32556	24438	20241	17900
atpB	MRSA_LacFitz_contig_1	1670361	1671089	-	729	67384	67156	88331	67782	53546	48722
PBCCJM_01672	MRSA_LacFitz_contig_1	1671110	1671463	-	354	32064	34312	42921	35078	28763	29314
wecB	MRSA_LacFitz_contig_1	1671630	1672757	-	1128	31588	28246	39344	31297	28184	27145
upp	MRSA_LacFitz_contig_1	1672781	1673410	-	630	13981	12209	16209	13280	11958	11579
glyA	MRSA_LacFitz_contig_1	1673438	1674676	-	1239	40512	36457	50899	40122	35446	33807
ywlG	MRSA_LacFitz_contig_1	1674703	1675227	-	525	10371	9104	10708	10411	8864	9180
ptpB	MRSA_LacFitz_contig_1	1675334	1675753	-	420	2075	2205	2584	1354	1254	1404
tsaC	MRSA_LacFitz_contig_1	1675750	1676796	-	1047	7735	7999	9532	4987	4623	4681
prmC	MRSA_LacFitz_contig_1	1676880	1677716	-	837	21529	22384	26905	10427	11067	9075
prfA	MRSA_LacFitz_contig_1	1677703	1678779	-	1077	20164	20287	23765	9988	10588	9046
tdk	MRSA_LacFitz_contig_1	1678780	1679379	-	600	16301	17641	21538	8929	9851	8851
rpmE2	MRSA_LacFitz_contig_1	1679726	1679980	-	255	87667	86641	92253	91917	84324	87537
rho	MRSA_LacFitz_contig_1	1680098	1681414	-	1317	72060	80173	96440	68456	56617	61249
adhE	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1681661;2488543	1683088;2491152	-;+	4038	39396	25223	48276	15460	13204	17968
hxlR	MRSA_LacFitz_contig_1	1683326	1683661	-	336	6298	6581	7639	4829	5172	5924
murA2	MRSA_LacFitz_contig_1	1683750	1685009	-	1260	15834	15954	19535	11702	12150	14249
fba	MRSA_LacFitz_contig_1	1685475	1686335	-	861	282165	285704	333803	212831	229298	218406
PBCCJM_01688	MRSA_LacFitz_contig_1	1686553	1687074	+	522	9036	9131	11445	7121	7323	7556
pyrG	MRSA_LacFitz_contig_1	1687183	1688793	-	1611	44356	47898	53804	33721	30558	28141
coaW	MRSA_LacFitz_contig_1	1691055	1691858	+	804	9667	10749	13232	7505	7217	6567
PBCCJM_01694	MRSA_LacFitz_contig_1	1691988	1692659	-	672	18713	19224	23543	18314	18971	16791
luxS	MRSA_LacFitz_contig_1	1695746	1696216	+	471	10815	10408	15194	8173	8813	9247
PBCCJM_01698	MRSA_LacFitz_contig_1	1696368	1696718	-	351	3861	3639	4676	4207	3686	4014
pdp	MRSA_LacFitz_contig_1	1696732	1698033	-	1302	11503	11786	14727	14398	10999	13269
deoC	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1698312;2476560	1698974;2477222	-;+	1326	15895	15364	20921	19495	16400	17703
deoD	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1699289;2474413	1699999;2475120	+;+	1419	29076	31365	33851	30281	29997	33649
dps	MRSA_LacFitz_contig_1	1700120	1700563	-	444	9567	10548	11226	5509	5971	4629
yuxK	MRSA_LacFitz_contig_1	1700763	1701176	-	414	5518	7543	8687	2189	2485	2129
eVE	MRSA_LacFitz_contig_1	1701634	1703007	-	1374	18612	17051	22967	17218	16403	16125
PBCCJM_01705	MRSA_LacFitz_contig_1	1703679	1703909	-	231	5535	5282	6518	8383	4515	2548
manA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1703940;2235265	1704878;2236203	-;+	1878	27210	25888	34852	35183	21088	11896
ybjT	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1705313;2160890;2762456	1705978;2161711;2763301	-;-;-	2334	8415	6599	10793	2360	2903	2192
czrA	MRSA_LacFitz_contig_1	1706130	1706450	+	321	1751	1879	2525	2069	2304	1724
czrB	MRSA_LacFitz_contig_1	1706452	1707432	+	981	4158	4287	5754	5368	6375	4583
PBCCJM_01710	MRSA_LacFitz_contig_1	1707698	1708789	+	1092	95657	93887	127705	64864	50237	51910
PBCCJM_01711	MRSA_LacFitz_contig_1	1709289	1709369	-	81	14936	15101	17604	14770	13122	17133
PBCCJM_01713	MRSA_LacFitz_contig_1	1709818	1710021	-	204	961	1009	1177	139	180	303
PBCCJM_01714	MRSA_LacFitz_contig_1	1710080	1711216	-	1137	2991	2900	3672	278	344	585
modF	MRSA_LacFitz_contig_1	1713227	1714009	-	783	1344	1103	1640	1188	1192	976
glmS	MRSA_LacFitz_contig_1	1714241	1716046	-	1806	101253	76734	129092	67093	66242	55448
mtlA	MRSA_LacFitz_contig_1	1716727	1718265	+	1539	3800	3585	5418	1440	1477	637
bglG	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1718300;2231348;2604701;2702096	1720432;2233222;2606797;2704051	+;+;+;-	8061	9827	8147	13056	5284	3728	3989
mtlF	MRSA_LacFitz_contig_1	1720444	1720878	+	435	1340	1041	1657	74	133	42
mtlD	MRSA_LacFitz_contig_1	1720878	1721984	+	1107	7526	5607	9606	428	664	233
fmtB	MRSA_LacFitz_contig_1	1722303	1726184	-	3882	1340	1261	1777	264715	228509	120738
PBCCJM_01723	MRSA_LacFitz_contig_1	1726431	1729739	-	3309	840	812	1196	268223	231884	131472
glmM	MRSA_LacFitz_contig_1	1730016	1731371	-	1356	23455	20934	28977	24879	23794	25093
ybbR	MRSA_LacFitz_contig_1	1731398	1732330	-	933	11815	10314	15052	13777	12834	13698
cdaA	MRSA_LacFitz_contig_1	1732332	1733141	-	810	9496	8620	11762	11287	9732	10929
rocF	MRSA_LacFitz_contig_1	1733330	1734238	-	909	2026	1411	2184	2483	1501	2888
mrp	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1741833;2267468	1742897;2268160	-;-	1758	15956	13656	17868	52228	45636	45120
lmrS	MRSA_LacFitz_contig_1	1743045	1744487	-	1443	2400	2533	2751	1323	1440	1579
sepA	MRSA_LacFitz_contig_1	1744809	1745282	-	474	2569	3304	3498	1668	1867	2055
sdrM	MRSA_LacFitz_contig_1	1745381	1746724	-	1344	4246	4713	5412	2908	3014	3403
yqfA	MRSA_LacFitz_contig_1	1746901	1747587	-	687	10328	11238	13802	7964	8073	8358
qRI1	MRSA_LacFitz_contig_1	1747603	1748790	-	1188	16913	16120	20446	11472	11868	11919
PBCCJM_01746	MRSA_LacFitz_contig_1	1749526	1749786	+	261	4022	2597	4715	5119	2143	5705
spoVV	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1749918;2688020	1751288;2689381	-;-	2733	44520	36681	53520	14158	11595	21932
fecD	MRSA_LacFitz_contig_1	1751524	1752492	-	969	1482	1656	1826	1471	1021	1815
sfaC	MRSA_LacFitz_contig_1	1754907	1755977	-	1071	1613	1520	2076	996	1045	1065
sfaB	MRSA_LacFitz_contig_1	1755984	1757741	-	1758	2448	2173	3202	1463	1555	1751
sfaA	MRSA_LacFitz_contig_1	1757728	1758921	-	1194	399	402	570	455	373	517
sfaD	MRSA_LacFitz_contig_1	1759023	1760999	+	1977	3578	3440	4758	3331	2776	3585
PBCCJM_01756	MRSA_LacFitz_contig_1	1761455	1762255	+	801	45	22	58	35	23	27
PBCCJM_01757	MRSA_LacFitz_contig_1	1762273	1762572	+	300	46	36	55	18	12	17
PBCCJM_01758	MRSA_LacFitz_contig_1	1762735	1763079	+	345	54	49	83	5	12	12
asp23	MRSA_LacFitz_contig_1	1763115	1763624	-	510	96394	58781	101238	4258	9185	239
PBCCJM_01760	MRSA_LacFitz_contig_1	1763687	1763926	-	240	19155	11253	23099	424	1050	47
amaP	MRSA_LacFitz_contig_1	1763939	1764475	-	537	61768	36584	73932	1169	3177	155
qor	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_2	1766519;1935105;23173	1767520;1936109;24144	-;+;-	2979	13853	14287	18157	9637	9708	10273
curA	MRSA_LacFitz_contig_1	1767754	1768758	-	1005	9922	9863	12717	6974	6381	7072
PBCCJM_01765	MRSA_LacFitz_contig_1	1769038	1769907	-	870	4705	4803	6162	4198	3973	4048
lacG	MRSA_LacFitz_contig_1	1770173	1771585	-	1413	830	844	1239	9350	9784	1727
lacE	MRSA_LacFitz_contig_1	1771603	1773315	-	1713	622	563	817	13432	14084	2089
lacF	MRSA_LacFitz_contig_1	1773321	1773632	-	312	36	34	43	1245	1346	178
lacD	MRSA_LacFitz_contig_1	1773654	1774634	-	981	182	170	257	6781	6621	1066
lacC	MRSA_LacFitz_contig_1	1774638	1775570	-	933	271	213	389	9021	8086	1385
lacB	MRSA_LacFitz_contig_1	1775583	1776098	-	516	109	76	131	3411	3227	484
lacA	MRSA_LacFitz_contig_1	1776114	1776542	-	429	65	41	72	2450	2207	298
lacR	MRSA_LacFitz_contig_1	1776910	1777665	-	756	3207	3065	3871	1584	1219	1384
cobB	MRSA_LacFitz_contig_1	1777907	1778647	+	741	2166	2147	2862	1816	1750	1570
PBCCJM_01775	MRSA_LacFitz_contig_1	1778938	1779372	-	435	524	670	1056	235	339	484
PBCCJM_01776	MRSA_LacFitz_contig_1	1779807	1779932	-	126	334	275	360	88	114	192
merR	MRSA_LacFitz_contig_1	1781070	1781486	-	417	453	451	645	44	55	122
hysA	MRSA_LacFitz_contig_1	1781894	1784317	+	2424	4136	3942	5831	1394	1269	1682
nlpD	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1784377;2562536	1785231;2563114	-;+	1434	1925	2029	2482	1513	1935	2706
PBCCJM_01783	MRSA_LacFitz_contig_1	1786551	1786976	+	426	292	219	400	71	98	65
budA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1787340;2180536	1788044;2181240	-;-	1410	9492	9690	13047	11293	10635	11722
alsS	MRSA_LacFitz_contig_1	1788081	1789745	-	1665	6380	6613	9171	2194	2756	7233
PBCCJM_01786	MRSA_LacFitz_contig_1	1790935	1792341	-	1407	2373	2462	3504	2192	2486	2419
PBCCJM_01787	MRSA_LacFitz_contig_1	1792470	1793606	-	1137	2762	2868	4018	2549	2639	2963
PBCCJM_01788	MRSA_LacFitz_contig_1	1793607	1794398	-	792	1978	1659	2263	1612	1505	1687
PBCCJM_01789	MRSA_LacFitz_contig_1	1794411	1794704	-	294	97	77	99	106	93	131
PBCCJM_01790	MRSA_LacFitz_contig_1	1794701	1795798	-	1098	497	582	569	382	381	449
rpsI	MRSA_LacFitz_contig_1	1796343	1796741	-	399	58367	54701	66108	54604	51994	43159
rplM	MRSA_LacFitz_contig_1	1796755	1797192	-	438	122229	128341	163341	114697	112449	94445
truA	MRSA_LacFitz_contig_1	1797432	1798235	-	804	6292	6160	7927	4076	4410	3207
ecfA2	MRSA_LacFitz_contig_1	1799036	1799896	-	861	5211	5119	6584	3533	3886	3295
ecfA1	MRSA_LacFitz_contig_1	1799893	1800702	-	810	3591	3470	4348	2586	2760	2502
rplQ	MRSA_LacFitz_contig_1	1801240	1801608	-	369	105747	105558	135003	100471	82240	87764
rpoA	MRSA_LacFitz_contig_1	1801625	1802569	-	945	127749	113365	140896	130604	108629	101079
rpsK	MRSA_LacFitz_contig_1	1802644	1803033	-	390	66619	57965	79499	63913	53387	50273
rpsM	MRSA_LacFitz_contig_1	1803057	1803422	-	366	62235	55335	78908	55030	43273	44547
rpmJ	MRSA_LacFitz_contig_1	1803445	1803558	-	114	2390	2233	2546	2416	1860	1800
infA	MRSA_LacFitz_contig_1	1803590	1803808	-	219	36102	28929	38261	34238	29025	25325
adk	MRSA_LacFitz_contig_1	1804001	1804648	-	648	77339	64602	84263	72164	60564	55877
secY	MRSA_LacFitz_contig_1	1804665	1805957	-	1293	176347	154604	208354	160831	131669	131124
rplO	MRSA_LacFitz_contig_1	1805957	1806397	-	441	41940	32806	43160	39802	34371	30021
rpmD	MRSA_LacFitz_contig_1	1806414	1806593	-	180	11800	9176	12668	10631	8612	7764
rpsE	MRSA_LacFitz_contig_1	1806610	1807110	-	501	86275	68434	100005	67520	57963	48198
rplR	MRSA_LacFitz_contig_1	1807131	1807490	-	360	44393	34306	45249	39140	31730	27072
rplF	MRSA_LacFitz_contig_1	1807521	1808057	-	537	57217	43077	61586	50882	43550	34713
rpsH	MRSA_LacFitz_contig_1	1808082	1808480	-	399	37566	29330	39686	35550	28718	23038
rpsZ	MRSA_LacFitz_contig_1	1808512	1808697	-	186	16036	12184	17525	13792	10664	9173
rplE	MRSA_LacFitz_contig_1	1808720	1809259	-	540	36728	28071	36484	36805	29800	24238
rplX	MRSA_LacFitz_contig_1	1809286	1809603	-	318	46108	33214	46874	40568	32465	27293
rplN	MRSA_LacFitz_contig_1	1809639	1810007	-	369	53928	42099	62167	45464	36512	33340
rpsQ	MRSA_LacFitz_contig_1	1810039	1810302	-	264	26108	20765	28608	26917	21632	18056
rpmC	MRSA_LacFitz_contig_1	1810326	1810535	-	210	6013	4608	6422	6560	5298	4756
rplP	MRSA_LacFitz_contig_1	1810525	1810959	-	435	35770	26661	40553	35887	28002	25014
rpsC	MRSA_LacFitz_contig_1	1810962	1811615	-	654	45535	34688	46183	48024	37459	33523
rplV	MRSA_LacFitz_contig_1	1811639	1811992	-	354	45482	36732	54724	42936	33753	31716
rpsS	MRSA_LacFitz_contig_1	1812021	1812299	-	279	25359	20645	28519	25577	20204	18675
rplB	MRSA_LacFitz_contig_1	1812366	1813199	-	834	125963	97288	139953	119459	98689	99556
rplW	MRSA_LacFitz_contig_1	1813232	1813507	-	276	14618	11749	15919	14502	12007	10714
rplD	MRSA_LacFitz_contig_1	1813507	1814130	-	624	66245	53576	73860	64250	54464	49967
rplC	MRSA_LacFitz_contig_1	1814157	1814819	-	663	55921	49193	60601	59447	51947	46264
rpsJ_Y58D	MRSA_LacFitz_contig_1	1814847	1815155	-	309	58540	55366	67725	61201	53454	49817
PBCCJM_01828	MRSA_LacFitz_contig_1	1815512	1815901	+	390	6314	8152	8730	5206	4636	6644
nCS2	MRSA_LacFitz_contig_1	1816093	1817427	-	1335	34033	44245	38804	36116	50440	35039
topB	MRSA_LacFitz_contig_1	1817540	1819675	-	2136	22679	21852	30043	13643	12651	12794
PBCCJM_01831	MRSA_LacFitz_contig_1	1819862	1820749	+	888	9068	9343	12292	7374	7279	7221
glcU	MRSA_LacFitz_contig_1	1820930	1821793	+	864	26007	29819	33376	10034	10316	14777
yfdV	MRSA_LacFitz_contig_1	1822212	1823120	-	909	2503	2501	3028	1512	1701	1774
PBCCJM_01834	MRSA_LacFitz_contig_1	1823253	1823417	+	165	3812	4115	5339	2860	2690	2752
mspA	MRSA_LacFitz_contig_1	1823662	1823979	+	318	4473	4563	4817	3306	3290	3407
acrB	MRSA_LacFitz_contig_1	1824166	1827333	-	3168	17326	19041	24468	13041	16977	17360
femX	MRSA_LacFitz_contig_1	1827450	1828715	-	1266	20031	19491	24945	13699	14617	13186
PBCCJM_01838	MRSA_LacFitz_contig_1	1829104	1829355	+	252	1256	1301	1674	654	753	881
PBCCJM_01839	MRSA_LacFitz_contig_1	1829347	1830111	-	765	2434	2411	3347	1112	1208	1714
sarV	MRSA_LacFitz_contig_1	1832019	1832369	-	351	974	842	988	46684	45158	40744
moaA	MRSA_LacFitz_contig_1	1833060	1834082	-	1023	7936	8968	10090	5904	6388	6053
mobA	MRSA_LacFitz_contig_1	1834102	1834701	-	600	4683	4933	6189	3277	3527	3650
moaD	MRSA_LacFitz_contig_1	1834708	1834941	-	234	1274	1429	1842	1025	1027	948
moaE	MRSA_LacFitz_contig_1	1834947	1835393	-	447	1838	1842	1946	1323	1568	1281
mobB	MRSA_LacFitz_contig_1	1835407	1835892	-	486	1267	1313	1564	1190	1242	1038
glp	MRSA_LacFitz_contig_1	1835889	1837148	-	1260	2812	2795	3327	3090	3216	2580
moaC	MRSA_LacFitz_contig_1	1837211	1837705	+	495	5823	5642	7528	4980	5091	4698
moaB	MRSA_LacFitz_contig_1	1837707	1838213	-	507	1676	1811	2245	1659	1809	1583
thiF	MRSA_LacFitz_contig_1	1838244	1839248	-	1005	3634	4191	5185	4429	4514	4242
modC	MRSA_LacFitz_contig_1	1839418	1840023	-	606	2245	2456	2729	3337	3249	2912
modB	MRSA_LacFitz_contig_1	1840024	1840695	-	672	2607	2806	3249	4212	3910	3642
modA	MRSA_LacFitz_contig_1	1840709	1841491	-	783	5614	6532	7360	8775	8178	7507
fdhD	MRSA_LacFitz_contig_1	1841781	1842578	+	798	3615	4086	4812	2873	3667	4803
PBCCJM_01857	MRSA_LacFitz_contig_1	1842750	1843520	-	771	3366	3204	3760	2398	2562	2906
bioY	MRSA_LacFitz_contig_1	1843592	1844146	-	555	2008	1994	2295	1753	1800	1873
uRH1	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1844267;2603427	1845208;2604362	-;+	1878	3283	3296	4225	1920	2047	2747
caiA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1846729;2589832;2516160	1847883;2591043;2517194	-;-;+	3402	15667	12391	19372	18098	12311	7384
yut	MRSA_LacFitz_contig_1	1848100	1849005	-	906	413	288	464	3698	3738	5279
ureA	MRSA_LacFitz_contig_1	1849265	1849567	+	303	36	15	52	1739	1781	2736
ureB	MRSA_LacFitz_contig_1	1849581	1849991	+	411	113	64	116	3145	2909	4947
ureC	MRSA_LacFitz_contig_1	1849988	1851703	+	1716	566	477	777	12460	12208	19644
ureE	MRSA_LacFitz_contig_1	1851716	1852168	+	453	272	286	425	3231	3379	5023
ureF	MRSA_LacFitz_contig_1	1852161	1852850	+	690	433	374	493	4876	4459	8177
ureG	MRSA_LacFitz_contig_1	1852863	1853477	+	615	657	511	706	3661	3520	5363
ureD	MRSA_LacFitz_contig_1	1853477	1854313	+	837	1048	1129	1410	8389	8201	13181
sarR	MRSA_LacFitz_contig_1	1854502	1854849	-	348	26443	26660	30184	25624	20375	11726
PBCCJM_01873	MRSA_LacFitz_contig_1	1855277	1855603	-	327	2832	2849	3189	5888	5490	4137
PBCCJM_01874	MRSA_LacFitz_contig_1	1855667	1856410	-	744	808	689	926	10676	10363	5455
ssaA2	MRSA_LacFitz_contig_1	1859001	1859804	+	804	31661	47911	41495	3444	8542	8678
nhaC	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1860237;1887186	1861634;1888499	-;-	2712	20180	17018	23353	10103	11105	12793
tic20a	MRSA_LacFitz_contig_1	1863062	1863484	+	423	3699	3049	4767	2040	1631	2673
PBCCJM_01881	MRSA_LacFitz_contig_1	1863721	1864221	+	501	4715	6202	5673	2526	2986	1617
ubiH	MRSA_LacFitz_contig_1	1865628	1866752	-	1125	10171	10408	12257	12665	12319	10615
PBCCJM_01885	MRSA_LacFitz_contig_1	1867861	1868094	-	234	945	1260	1239	1968	1581	1689
yjgD	MRSA_LacFitz_contig_1	1868322	1868795	-	474	6411	4882	6425	7396	7972	6056
fdhF	MRSA_LacFitz_contig_1	1868795	1871833	-	3039	65011	52846	77897	68977	73886	60442
yobV	MRSA_LacFitz_contig_1	1874613	1875305	+	693	3252	3318	4789	3058	2761	2752
sdpB	MRSA_LacFitz_contig_1	1875952	1876689	-	738	18242	20295	23280	13756	15081	14437
PBCCJM_01894	MRSA_LacFitz_contig_1	1876738	1877067	+	330	200	267	310	164	207	229
rpiR	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1877512;1885691;2544717;2686285	1878384;1886455;2545595;2687085	+;+;+;-	3318	33113	26680	38688	10243	9422	13697
PBCCJM_01897	MRSA_LacFitz_contig_1	1880430	1880786	+	357	4903	5418	6214	3124	3605	3577
PBCCJM_01898	MRSA_LacFitz_contig_1	1880783	1880968	+	186	2867	3123	4111	1902	1856	1970
PBCCJM_01899	MRSA_LacFitz_contig_1	1881064	1881252	-	189	656	631	931	474	487	515
ycjU	MRSA_LacFitz_contig_1	1881266	1881901	-	636	3842	3551	4974	3267	3098	3259
yfeH	MRSA_LacFitz_contig_1	1881976	1882893	-	918	816	662	1159	677	616	860
PBCCJM_01902	MRSA_LacFitz_contig_1	1883161	1883691	+	531	5033	5413	6639	6453	6470	7267
ptsG2	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1883757;1941633	1885361;1943075	-;-	3048	5527	4032	5847	5556	4151	7941
yndB	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1886513;1971386	1887019;1971853	-;-	975	11248	10225	12947	8667	8642	9278
PBCCJM_01907	MRSA_LacFitz_contig_1	1888724	1889293	-	570	1244	1303	1821	295	337	507
hutI	MRSA_LacFitz_contig_1	1892170	1893408	-	1239	691	579	921	572	457	595
hutU	MRSA_LacFitz_contig_1	1893408	1895069	-	1662	285	223	380	330	227	319
fosB	MRSA_LacFitz_contig_1	1896235	1896654	+	420	187	120	227	131	165	198
hutG	MRSA_LacFitz_contig_1	1896910	1897845	-	936	3593	2903	4331	1308	1392	1318
sdpC	MRSA_LacFitz_contig_1	1898135	1899394	+	1260	19511	23242	24638	16943	18723	11553
rpiA	MRSA_LacFitz_contig_1	1899460	1900146	-	687	3793	3470	4267	4894	4096	4148
yiiM	MRSA_LacFitz_contig_1	1900320	1900973	+	654	3874	3651	5233	3268	3079	3536
galM	MRSA_LacFitz_contig_1	1901209	1902228	-	1020	4994	5634	6708	6877	7052	5788
ynfA	MRSA_LacFitz_contig_1	1902258	1902584	-	327	829	932	1000	1266	1347	1052
natB	MRSA_LacFitz_contig_1	1902802	1904034	-	1233	3951	3887	5040	1888	2050	2950
yhaQ	MRSA_LacFitz_contig_1	1904027	1904926	-	900	2646	2443	3260	1013	1257	1939
PBCCJM_01922	MRSA_LacFitz_contig_1	1905157	1905804	-	648	5274	4875	6425	3440	2188	2489
mpg	MRSA_LacFitz_contig_1	1906203	1906811	+	609	828	802	1162	474	506	511
gltS	MRSA_LacFitz_contig_1	1907148	1908356	+	1209	4849	6048	5839	6063	4794	5535
fni	MRSA_LacFitz_contig_1	1908404	1909453	-	1050	9616	8571	11895	8684	8272	8567
corA	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1909484;1940603	1910431;1941547	-;+	1893	12748	12544	16436	10297	9873	10476
PBCCJM_01928	MRSA_LacFitz_contig_1	1911016	1911435	+	420	4075	4042	5748	2768	2831	3134
PBCCJM_01930	MRSA_LacFitz_contig_1	1912671	1913309	+	639	8468	8724	11546	7433	6837	7092
emrA	MRSA_LacFitz_contig_1	1915499	1916146	-	648	2798	3225	3274	1876	1777	2014
acrR	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1916267;1939934;2158611;2162161;2174939	1916818;1940557;2159198;2162718;2175526	+;+;+;+;-	2910	15901	16437	20728	12530	12557	12328
tcaA	MRSA_LacFitz_contig_1	1918525	1919907	-	1383	11053	10577	13075	15230	15175	15381
tcaR	MRSA_LacFitz_contig_1	1920147	1920602	-	456	6425	5427	7015	4854	4765	7733
elyC	MRSA_LacFitz_contig_1	1920797	1921765	+	969	10529	10171	14388	5510	5850	8075
PBCCJM_01939	MRSA_LacFitz_contig_1	1922340	1922696	+	357	173	133	171	86	110	87
hrtA	MRSA_LacFitz_contig_1	1922836	1923501	-	666	272	203	288	147	126	208
hrtB	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	1923501;2210009	1924556;2212009	-;-	3057	3632	3668	4893	3376	3377	4778
hssR	MRSA_LacFitz_contig_1	1924692	1925366	+	675	1347	1428	1879	947	1002	1088
hssS	MRSA_LacFitz_contig_1	1925359	1926732	+	1374	4162	4263	5648	2803	3211	3924
lytT	MRSA_LacFitz_contig_1	1926895	1927338	+	444	1443	1475	1848	1124	1112	1262
